source,grp_vernarculaire,nom_vern,nom_latin,nom_valide,cd_tax_ref,cd_nom,degradation_geo,degradation_duree,degradation_perimetre,degradation_autre,niveau_sensibilite,id_degradation_geo,sensitivity_duration,tdate_min,tdate_max
LR_20151110,Plantes,Pavot de Lapeyrouse,Papaver lapeyrousianum,"Papaver lapeyrousianum Gutermann ex Greuter & Burdet, 1981",3177,112326,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,"Pilulaire délicate, Pilulaire naine",Pilularia minuta,"Pilularia minuta Durieu, 1838",3317,113548,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Grassette des Causses,Pinguicula longifolia subsp. caussensis,"Pinguicula longifolia subsp. caussensis Casper, 1962",3326,138819,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,"Plantain caréné, Plantain à feuilles en alène",Plantago subulata,"Plantago subulata L., 1753",3377,113975,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,"Pseudorchis blanc, Orchis blanc",Pseudorchis albida,"Pseudorchis albida (L.) Á.Löve & D.Löve, 1969",3557,116206,Commune,Permanente,Lozère,,1,COM,1000,,
LR_20151110,Plantes,"Rose de France, Rosier de Provence",Rosa gallica,"Rosa gallica L., 1753",3735,118192,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Sauge des Pyrénéens,Salvia lavandulifolia subsp. pyrenaeorum,"Salvia lavandulifolia subsp. pyrenaeorum Lippert, 1979",3872,140507,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Saponaire à feuilles de pâquerette,Saponaria bellidifolia,"Saponaria bellidifolia Sm., 1791",3897,120812,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Saxifrage à longues feuilles,Saxifraga longifolia,"Saxifraga longifolia Lapeyr., 1801",3925,121106,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Scorzonère à petites fleurs,Scorzonera parviflora,"Scorzonera parviflora Jacq., 1776",3996,121971,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Sélaginelle denticulée,Selaginella denticulata,"Selaginella denticulata (L.) Spring, 1838",4041,122304,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Sérapias d'Hyères,Serapias olbia,"Serapias olbia Verg., 1908",4070,122824,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Sérapias à petites fleurs,Serapias parviflora,"Serapias parviflora Parl., 1837",4071,122830,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Stenbergie à fleurs de colchique,Sternbergia colchiciflora,"Sternbergia colchiciflora Waldst. & Kit., 1805",4284,125120,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Tanaisie annuelle,Tanacetum annuum,"Tanacetum annuum L., 1753",4320,125454,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Pissenlit,Taraxacum raii,Taraxacum raii (Gouan) Gray,4341,717648,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Pigamon méditerranéen,Thalictrum lucidum,"Thalictrum lucidum L., 1753",4374,126150,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Salsifis blanc,Tragopogon eriospermus,"Tragopogon eriospermus Ten., 1823",4435,127007,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Trèfle diffus,Trifolium diffusum,"Trifolium diffusum Ehrh., 1792",4458,127291,Commune,Permanente,LR,,1,COM,1000,,
LR_20151110,Plantes,Massette de Laxmann,Typha laxmannii,"Typha laxmannii Lepech., 1801",4545,128078,Commune,Permanente,LR,,1,COM,1000,,
sinp_20140523,Amphibiens,Pélobate brun,,,,240,commune,20 ans,Toute la France,,1,COM,20,,
sinp_20140523,Amphibiens,Salamandre noire,,,,701819,commune,permanente,Toute la France,,1,COM,1000,,
sinp_20140523,Amphibiens,Salamandre de Lanza,,,,699127,commune,permanente,Toute la France,,1,COM,1000,,
sinp_20140523,Crustacés,Ecrevisse à pieds blancs,,,,18437,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,"Insectes, papillons",Mélibée,,,,53651,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,"Insectes, papillons",Damier du frêne,,,,53856,commune,20 ans,Toute la France,,1,COM,20,,
sinp_20140523,"Insectes, papillons",Fadet des tourbières,,,,53631,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,Mammifères,Loup,,,,60577,maille 10x 10 km,1 an,Toute la France,uniquement l'emplacement des terriers,2,M10,1,,
sinp_20140523,Mammifères,Lynx,,,,60612,maille 10x 10 km,1 an,Toute la France,uniquement l'emplacement gîte de mise bas,2,M10,1,,
sinp_20140523,Mammifères,Ours,,,,60826,maille 10x 10 km,1 an,Toute la France,uniquement l'emplacement des tanières,2,M10,1,,
sinp_20140523,"Mammifères, Chiroptères",Grand Murin,,,,60418,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Grand Rhinolophe,,,,60295,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Minioptère de Schreibers,,,,79305,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin à moustaches,,,,60383,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin à oreilles échancrées,,,,60400,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin de Bechstein,,,,79301,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin de Brandt,,,,79300,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin de Capaccini,,,,60439,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin de Daubenton,,,,200118,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin de Natterer,,,,60408,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin d'Escalera,,,,60411,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin du Maghreb,,,,79298,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Petit Murin,,,,60427,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Petit Rhinolophe,,,,60313,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Rhinolophe de Méhely,,,,60337,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Rhinolophe euryale,,,,60330,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin des marais,,,,60447,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Murin d'Alcathoe,,,,79299,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Oreillard roux,,,,60518,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Oreillard gris,,,,60527,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Oreillard montagnard,,,,163463,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,"Mammifères, Chiroptères",Barbastelle d'Europe,,,,60345,maille 10x 10 km,permanente,Toute la France,Gîtes hypogés et fortifications (données de détection acoustique non sensibles),2,M10,1000,,
sinp_20140523,Mollusque,Mulette perlière,,,,64435,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,Mollusque,Grande mulette,,,,64437,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,Oiseaux,Grand Tétras,,,,2964,commune,20 ans,Toute la France,"Place de chant, lek.",1,COM,20,,
sinp_20140523,Oiseaux,Gypaète barbu,,,,2852,maille 10x 10 km,10 ans,Toute la France,uniquement si observation de nidification ?,2,M10,10,,
sinp_20140523,Oiseaux,Grue cendrée,,,,3076,département,10 ans,Toute la France,uniquement si observation de nidification ,3,DEP,10,,
sinp_20140523,Oiseaux,Pygargue à queue blanche,,,,2848,département,10 ans,Toute la France,uniquement si observation de nidification ,3,DEP,10,,
sinp_20140523,Oiseaux,Cigogne noire,,,,2514,département,10 ans,Toute la France,uniquement si observation de nidification ,3,DEP,10,,
sinp_20140523,Oiseaux,Pic tridactyle,,,,3638,commune,1 an,Toute la France,uniquement si observation de nidification ,1,COM,1,,
sinp_20140523,Oiseaux,Vautour moine,,,,286,maille 10x 10 km,10 ans,Toute la France,uniquement si observation de nidification ?,2,M10,10,,
sinp_20140523,Oiseaux,Aigle de Bonelli,,,,2655,département,10 ans,Toute la France,uniquement si observation de nidification ,3,DEP,10,,
sinp_20140523,Oiseaux,Aigle pomarin,,,,2636,département,10 ans,Toute la France,uniquement si observation de nidification ,3,DEP,10,,
sinp_20140523,"Plantes, Orchidées",Sabot de Venus,,,,94041,commune,permanente,Toute la France,,1,COM,1000,,
sinp_20140523,Poissons,Chabot du Lez,,,,159453,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,Poissons,Loche d'Etang,,,,67534,maille 10x 10 km,20 ans,Toute la France,,2,M10,20,,
sinp_20140523,Reptiles,Vipère d'Orsini,,,,78164,commune,permanente,Toute la France,,1,COM,1000,,
